user_id,premium_starts_at,premium_renewed_at,premium_expires_at,isPremiumUser,LastPaymentDate
58498,null,2024-01-27T05:04:56.000000+0000,2024-02-27T05:04:56.000000+0000,NO,2024-02-27T05:04:56.000000+0000
15624,null,2024-01-27T18:51:04.000000+0000,2024-02-27T18:51:04.000000+0000,NO,2024-02-27T18:51:04.000000+0000
62688,\N,\N,\N,NO,\N
62603,null,2024-12-08T15:54:34.000000+0000,2025-01-08T15:54:34.000000+0000,NO,2025-01-08T15:54:34.000000+0000
62694,null,2024-01-21T21:22:02.000000+0000,2024-01-24T21:22:02.000000+0000,NO,2024-01-24T21:22:02.000000+0000
62703,null,2024-01-21T22:55:12.000000+0000,2024-01-24T22:55:12.000000+0000,NO,2024-01-24T22:55:12.000000+0000
62709,null,2024-01-21T23:47:02.000000+0000,2024-01-24T23:47:02.000000+0000,NO,2024-01-24T23:47:02.000000+0000
62511,null,2024-07-22T01:40:55.101000+0000,2024-08-22T01:40:55.101000+0000,NO,2024-08-22T01:40:55.101000+0000
58093,\N,\N,\N,NO,\N
62752,\N,\N,\N,NO,\N
62781,null,2024-01-22T10:33:29.000000+0000,2024-01-25T10:33:29.000000+0000,NO,2024-01-25T10:33:29.000000+0000
62785,null,2024-01-22T11:20:46.000000+0000,2024-01-25T11:20:46.000000+0000,NO,2024-01-25T11:20:46.000000+0000
62792,null,2024-01-30T04:21:36.000000+0000,2024-03-01T04:21:36.000000+0000,NO,2024-03-01T04:21:36.000000+0000
62794,null,2024-01-22T12:29:09.000000+0000,2024-01-25T12:29:09.000000+0000,NO,2024-01-25T12:29:09.000000+0000
56763,null,2024-01-25T14:16:42.000000+0000,2024-02-25T14:16:42.000000+0000,NO,2024-02-25T14:16:42.000000+0000
62809,null,2024-01-22T14:55:28.000000+0000,2024-01-25T14:55:28.000000+0000,NO,2024-01-25T14:55:28.000000+0000
62823,null,2024-02-22T16:41:50.004000+0000,2024-03-26T19:30:56.848000+0000,NO,2024-03-26T19:30:56.848000+0000
62831,\N,\N,\N,NO,\N
62831,\N,\N,\N,NO,\N
59810,null,2024-01-22T21:34:18.000000+0000,2024-01-25T21:34:18.000000+0000,NO,2024-01-25T21:34:18.000000+0000
62850,null,2024-01-22T23:44:50.000000+0000,2024-01-25T23:44:50.000000+0000,NO,2024-01-25T23:44:50.000000+0000
62856,null,2024-01-23T00:57:33.000000+0000,2024-01-26T00:57:33.000000+0000,NO,2024-01-26T00:57:33.000000+0000
62860,null,2024-01-23T02:59:35.000000+0000,2024-01-26T02:59:35.000000+0000,NO,2024-01-26T02:59:35.000000+0000
61595,null,2024-01-23T04:25:57.000000+0000,2024-01-26T04:25:57.000000+0000,NO,2024-01-26T04:25:57.000000+0000
62869,null,2024-09-26T04:23:59.000000+0000,2024-10-26T04:23:59.000000+0000,NO,2024-10-26T04:23:59.000000+0000
62828,\N,\N,\N,NO,\N
62863,null,2024-08-10T16:00:06.000000+0000,2024-09-10T16:00:06.000000+0000,NO,2024-09-10T16:00:06.000000+0000
62886,null,2024-01-23T07:57:30.000000+0000,2024-01-26T07:57:30.000000+0000,NO,2024-01-26T07:57:30.000000+0000
62894,null,2025-08-29T04:28:47.000000+0000,2026-08-29T04:28:47.000000+0000,YES,2026-08-29T04:28:47.000000+0000
62907,null,2024-01-23T10:10:27.000000+0000,2024-01-26T10:10:27.000000+0000,NO,2024-01-26T10:10:27.000000+0000
24311,null,null,2024-03-23T10:24:39.000000+0000,NO,2024-03-23T10:24:39.000000+0000
62935,null,2024-01-23T12:40:31.000000+0000,2024-01-26T12:40:31.000000+0000,NO,2024-01-26T12:40:31.000000+0000
62941,null,2024-01-23T13:20:37.000000+0000,2024-01-26T13:20:37.000000+0000,NO,2024-01-26T13:20:37.000000+0000
62944,\N,\N,\N,NO,\N
31580,\N,\N,\N,NO,\N
48939,\N,\N,\N,NO,\N
6211,null,null,2024-05-09T09:14:03.000000+0000,NO,2024-05-09T09:14:03.000000+0000
6268,null,2023-02-14T06:20:10.000000+0000,2024-02-03T17:50:02.000000+0000,NO,2024-02-03T17:50:02.000000+0000
6403,null,null,2024-07-07T15:45:57.000000+0000,NO,2024-07-07T15:45:57.000000+0000
6747,null,2024-07-15T15:32:20.296000+0000,2025-07-15T15:31:10.375000+0000,NO,2025-07-15T15:31:10.375000+0000
11036,null,null,2024-07-08T13:11:47.000000+0000,NO,2024-07-08T13:11:47.000000+0000
20166,null,null,2024-03-02T06:40:27.000000+0000,NO,2024-03-02T06:40:27.000000+0000
23554,null,null,2024-02-29T20:25:10.000000+0000,NO,2024-02-29T20:25:10.000000+0000
24834,null,null,2024-06-18T11:13:26.000000+0000,NO,2024-06-18T11:13:26.000000+0000
26470,null,2025-05-29T21:13:23.772687+0000,2025-06-28T21:12:39.000000+0000,NO,2025-06-28T21:12:39.000000+0000
31737,null,2025-07-12T08:02:02.000000+0000,2025-08-12T08:02:02.000000+0000,NO,2025-08-12T08:02:02.000000+0000
31955,null,null,2024-03-11T05:50:54.000000+0000,NO,2024-03-11T05:50:54.000000+0000
36466,null,null,2024-03-01T03:53:13.000000+0000,NO,2024-03-01T03:53:13.000000+0000
40505,null,null,2024-06-09T10:48:39.000000+0000,NO,2024-06-09T10:48:39.000000+0000
52198,null,null,2024-05-26T23:02:49.000000+0000,NO,2024-05-26T23:02:49.000000+0000
56130,null,null,2024-09-18T23:59:59.999999+0000,NO,2024-09-18T23:59:59.999999+0000
56514,null,null,2024-02-07T00:51:09.000000+0000,NO,2024-02-07T00:51:09.000000+0000
56614,null,null,2024-12-27T11:38:20.000000+0000,NO,2024-12-27T11:38:20.000000+0000
56638,null,null,2024-02-18T06:10:04.000000+0000,NO,2024-02-18T06:10:04.000000+0000
57789,null,null,2024-05-15T13:56:31.000000+0000,NO,2024-05-15T13:56:31.000000+0000
60149,null,null,2024-03-27T18:40:02.000000+0000,NO,2024-03-27T18:40:02.000000+0000
60230,null,null,2024-02-14T22:13:20.000000+0000,NO,2024-02-14T22:13:20.000000+0000
60878,null,null,2024-02-02T21:12:36.000000+0000,NO,2024-02-02T21:12:36.000000+0000
296,null,2023-09-13T15:17:27.000000+0000,2024-07-03T23:59:59.999999+0000,NO,2024-07-03T23:59:59.999999+0000
307,null,null,2024-03-19T20:17:31.000000+0000,NO,2024-03-19T20:17:31.000000+0000
333,null,2023-02-23T10:08:30.000000+0000,2024-07-06T15:03:52.000000+0000,NO,2024-07-06T15:03:52.000000+0000
357,null,2025-11-14T13:11:01.000000+0000,2025-12-14T13:11:01.000000+0000,YES,2025-12-14T13:11:01.000000+0000
507,null,2025-02-13T19:48:43.070421+0000,2025-03-15T19:47:47.000000+0000,NO,2025-03-15T19:47:47.000000+0000
758,null,2025-12-02T00:16:31.000000+0000,2026-01-02T00:16:31.000000+0000,YES,2026-01-02T00:16:31.000000+0000
795,null,null,2024-06-12T20:56:13.000000+0000,NO,2024-06-12T20:56:13.000000+0000
995,null,2025-06-20T21:57:49.372279+0000,2025-07-20T21:57:20.000000+0000,NO,2025-07-20T21:57:20.000000+0000
1225,null,2025-07-15T11:09:08.000000+0000,2026-07-15T11:09:08.000000+0000,YES,2026-07-15T11:09:08.000000+0000
2130,null,2025-03-17T14:45:16.419174+0000,2026-03-17T14:45:15.000000+0000,YES,2026-03-17T14:45:15.000000+0000
4338,null,null,2024-02-16T06:04:13.000000+0000,NO,2024-02-16T06:04:13.000000+0000
4388,null,2025-01-08T19:40:13.000000+0000,2025-02-08T19:40:13.000000+0000,NO,2025-02-08T19:40:13.000000+0000
6080,null,2025-05-28T02:35:42.034987+0000,2025-06-27T02:34:13.000000+0000,NO,2025-06-27T02:34:13.000000+0000
6122,2024-09-04T09:40:31.718012+0000,2024-09-04T09:40:31.727498+0000,2024-09-30T23:59:59.999999+0000,NO,2024-09-30T23:59:59.999999+0000
6253,null,2025-06-20T10:08:05.000000+0000,2025-06-23T10:08:05.000000+0000,NO,2025-06-23T10:08:05.000000+0000
6261,null,2025-06-12T15:06:16.250170+0000,2025-07-12T15:05:48.000000+0000,NO,2025-07-12T15:05:48.000000+0000
6331,null,null,2024-06-17T12:16:42.000000+0000,NO,2024-06-17T12:16:42.000000+0000
6336,null,null,2024-06-27T19:06:26.000000+0000,NO,2024-06-27T19:06:26.000000+0000
6343,null,null,2024-05-27T08:47:13.000000+0000,NO,2024-05-27T08:47:13.000000+0000
6376,null,2025-02-19T05:22:10.791720+0000,2025-03-21T05:21:39.000000+0000,NO,2025-03-21T05:21:39.000000+0000
6401,null,2025-04-07T22:41:06.000000+0000,2025-05-07T22:41:06.000000+0000,NO,2025-05-07T22:41:06.000000+0000
6408,null,2025-12-07T02:32:50.379144+0000,2026-01-06T02:32:49.000000+0000,YES,2026-01-06T02:32:49.000000+0000
6511,null,null,2024-07-05T15:54:56.000000+0000,NO,2024-07-05T15:54:56.000000+0000
6524,2024-10-28T10:48:20.207884+0000,2024-10-28T10:48:20.218332+0000,2024-12-18T23:59:59.999999+0000,NO,2024-12-18T23:59:59.999999+0000
6642,null,null,2024-07-04T08:19:08.000000+0000,NO,2024-07-04T08:19:08.000000+0000
138363,null,2025-06-02T21:57:05.754428+0000,2025-07-02T21:56:30.000000+0000,NO,2025-07-02T21:56:30.000000+0000
7499,null,2023-01-20T12:50:22.000000+0000,2024-07-04T04:16:24.000000+0000,NO,2024-07-04T04:16:24.000000+0000
8462,null,2023-02-13T04:46:01.000000+0000,2024-04-01T21:43:19.000000+0000,NO,2024-04-01T21:43:19.000000+0000
8476,null,2025-03-04T12:38:34.000000+0000,2025-04-04T11:38:34.000000+0000,NO,2025-04-04T11:38:34.000000+0000
8529,2024-11-05T08:34:42.528799+0000,2024-11-05T08:34:42.537907+0000,2024-11-30T23:59:59.999999+0000,NO,2024-11-30T23:59:59.999999+0000
8811,null,2025-05-26T18:05:07.355414+0000,2025-06-25T18:04:36.000000+0000,NO,2025-06-25T18:04:36.000000+0000
10267,null,2025-11-14T14:52:32.000000+0000,2025-12-14T14:52:32.000000+0000,YES,2025-12-14T14:52:32.000000+0000
10965,null,null,2024-06-25T23:59:59.999999+0000,NO,2024-06-25T23:59:59.999999+0000
10977,null,2025-07-19T08:49:02.000000+0000,2025-08-19T08:49:02.000000+0000,NO,2025-08-19T08:49:02.000000+0000
11002,null,2025-06-20T07:17:44.418113+0000,2025-07-20T07:17:10.000000+0000,NO,2025-07-20T07:17:10.000000+0000
11005,null,null,2024-06-11T08:41:44.000000+0000,NO,2024-06-11T08:41:44.000000+0000
11113,null,null,2024-06-18T19:48:21.000000+0000,NO,2024-06-18T19:48:21.000000+0000
11136,null,2025-10-11T19:20:01.000000+0000,2026-10-11T19:20:01.000000+0000,YES,2026-10-11T19:20:01.000000+0000
11233,null,null,2024-07-05T00:34:10.000000+0000,NO,2024-07-05T00:34:10.000000+0000
11391,null,null,2024-07-08T19:22:17.000000+0000,NO,2024-07-08T19:22:17.000000+0000
11571,null,null,2024-01-10T09:58:50.000000+0000,NO,2024-01-10T09:58:50.000000+0000
12778,null,null,2024-06-11T11:04:32.000000+0000,NO,2024-06-11T11:04:32.000000+0000
12781,null,2025-01-31T05:29:12.000000+0000,2025-03-01T05:29:12.000000+0000,NO,2025-03-01T05:29:12.000000+0000
12864,null,null,2024-06-09T21:57:06.000000+0000,NO,2024-06-09T21:57:06.000000+0000
14623,null,null,2024-01-28T10:20:42.000000+0000,NO,2024-01-28T10:20:42.000000+0000
14794,null,2023-03-27T22:27:07.000000+0000,2025-01-16T20:03:45.000000+0000,NO,2025-01-16T20:03:45.000000+0000
15135,null,null,2024-06-28T06:32:25.000000+0000,NO,2024-06-28T06:32:25.000000+0000
16342,null,2024-05-15T05:42:01.000000+0000,2024-05-18T05:42:01.000000+0000,NO,2024-05-18T05:42:01.000000+0000
16557,null,null,2024-02-03T05:44:02.000000+0000,NO,2024-02-03T05:44:02.000000+0000
17257,null,null,2024-07-06T18:40:22.000000+0000,NO,2024-07-06T18:40:22.000000+0000
17701,null,null,2024-06-30T15:00:31.000000+0000,NO,2024-06-30T15:00:31.000000+0000
19133,null,null,2025-08-12T19:02:22.000000+0000,NO,2025-08-12T19:02:22.000000+0000
19423,null,null,2024-06-11T11:14:01.000000+0000,NO,2024-06-11T11:14:01.000000+0000
19990,null,null,2024-07-01T22:58:53.000000+0000,NO,2024-07-01T22:58:53.000000+0000
20394,null,2025-12-06T08:01:30.789282+0000,2026-01-05T08:01:29.000000+0000,YES,2026-01-05T08:01:29.000000+0000
22057,null,null,2024-04-02T13:38:58.000000+0000,NO,2024-04-02T13:38:58.000000+0000
23334,null,2025-06-21T20:54:41.727907+0000,2025-07-21T20:54:19.000000+0000,NO,2025-07-21T20:54:19.000000+0000
23605,null,2023-04-10T11:59:59.000000+0000,2024-02-14T19:23:13.000000+0000,NO,2024-02-14T19:23:13.000000+0000
24322,null,null,2024-05-06T16:03:06.000000+0000,NO,2024-05-06T16:03:06.000000+0000
24468,null,null,2024-06-07T07:36:57.000000+0000,NO,2024-06-07T07:36:57.000000+0000
24526,null,null,2024-06-16T15:58:31.000000+0000,NO,2024-06-16T15:58:31.000000+0000
24751,null,null,2024-07-02T17:08:11.000000+0000,NO,2024-07-02T17:08:11.000000+0000
24978,null,null,2024-07-09T22:51:54.000000+0000,NO,2024-07-09T22:51:54.000000+0000
25638,null,null,2024-03-15T16:48:13.000000+0000,NO,2024-03-15T16:48:13.000000+0000
26378,null,null,2024-06-27T21:37:04.000000+0000,NO,2024-06-27T21:37:04.000000+0000
26379,null,null,2025-01-05T15:26:46.000000+0000,NO,2025-01-05T15:26:46.000000+0000
140756,null,2025-03-02T19:53:29.084090+0000,2026-03-02T19:53:27.000000+0000,YES,2026-03-02T19:53:27.000000+0000
26425,null,null,2024-02-08T19:07:07.000000+0000,NO,2024-02-08T19:07:07.000000+0000
26598,null,2025-06-02T07:45:10.439605+0000,2025-07-01T07:44:11.000000+0000,NO,2025-07-01T07:44:11.000000+0000
27589,null,null,2024-06-17T05:02:42.000000+0000,NO,2024-06-17T05:02:42.000000+0000
28169,null,null,2024-04-25T12:33:37.000000+0000,NO,2024-04-25T12:33:37.000000+0000
28611,null,null,2025-01-19T19:33:30.000000+0000,NO,2025-01-19T19:33:30.000000+0000
28781,null,2023-10-23T23:13:00.000000+0000,2024-02-25T23:14:39.000000+0000,NO,2024-02-25T23:14:39.000000+0000
30133,null,2024-12-18T15:06:25.906074+0000,2025-01-16T15:04:31.000000+0000,NO,2025-01-16T15:04:31.000000+0000
30328,null,null,2024-01-21T05:10:34.000000+0000,NO,2024-01-21T05:10:34.000000+0000
30478,null,2025-07-17T02:54:45.000000+0000,2025-07-20T02:54:45.000000+0000,NO,2025-07-20T02:54:45.000000+0000
30720,null,null,2024-07-01T03:20:14.000000+0000,NO,2024-07-01T03:20:14.000000+0000
31207,null,null,2024-03-21T20:59:57.000000+0000,NO,2024-03-21T20:59:57.000000+0000
31238,2025-08-16T11:27:51.781871+0000,2025-08-16T11:27:51.790414+0000,2025-09-15T23:59:59.999999+0000,NO,2025-09-15T23:59:59.999999+0000
33837,null,null,2024-07-09T10:00:39.000000+0000,NO,2024-07-09T10:00:39.000000+0000
34512,null,null,2024-03-11T16:22:25.000000+0000,NO,2024-03-11T16:22:25.000000+0000
34561,null,2023-10-30T13:31:30.000000+0000,2024-12-04T05:31:58.000000+0000,NO,2024-12-04T05:31:58.000000+0000
36588,null,2025-05-31T03:55:46.836552+0000,2025-06-30T03:55:45.000000+0000,NO,2025-06-30T03:55:45.000000+0000
36745,null,2024-11-27T14:30:57.000000+0000,2024-12-27T14:30:57.000000+0000,NO,2024-12-27T14:30:57.000000+0000
37398,null,2023-10-03T18:58:40.000000+0000,2024-05-13T08:18:19.000000+0000,NO,2024-05-13T08:18:19.000000+0000
38577,null,null,2024-03-06T14:06:54.000000+0000,NO,2024-03-06T14:06:54.000000+0000
38964,null,null,2024-06-10T17:11:17.000000+0000,NO,2024-06-10T17:11:17.000000+0000
39171,null,null,2025-03-08T12:03:01.000000+0000,NO,2025-03-08T12:03:01.000000+0000
39627,null,null,2024-01-29T05:43:25.000000+0000,NO,2024-01-29T05:43:25.000000+0000
40381,null,null,2024-02-19T03:22:29.000000+0000,NO,2024-02-19T03:22:29.000000+0000
40520,null,2025-01-02T11:55:28.822901+0000,2025-02-01T11:55:26.000000+0000,NO,2025-02-01T11:55:26.000000+0000
41208,null,null,2024-02-09T13:17:53.000000+0000,NO,2024-02-09T13:17:53.000000+0000
43214,null,null,2024-04-14T07:05:45.000000+0000,NO,2024-04-14T07:05:45.000000+0000
44106,null,null,2024-02-07T10:05:19.000000+0000,NO,2024-02-07T10:05:19.000000+0000
44245,null,null,2024-01-27T11:02:24.000000+0000,NO,2024-01-27T11:02:24.000000+0000
45356,null,null,2024-03-07T06:47:39.000000+0000,NO,2024-03-07T06:47:39.000000+0000
46285,null,2025-04-01T13:19:00.000000+0000,2025-05-01T13:19:00.000000+0000,NO,2025-05-01T13:19:00.000000+0000
46816,null,null,2024-03-10T18:07:02.000000+0000,NO,2024-03-10T18:07:02.000000+0000
47047,null,2023-10-01T20:33:57.000000+0000,2024-03-05T18:24:12.000000+0000,NO,2024-03-05T18:24:12.000000+0000
49030,null,null,2024-06-24T18:42:36.000000+0000,NO,2024-06-24T18:42:36.000000+0000
49633,null,null,2024-03-01T23:11:01.000000+0000,NO,2024-03-01T23:11:01.000000+0000
49773,null,null,2024-02-12T18:44:56.000000+0000,NO,2024-02-12T18:44:56.000000+0000
50429,null,null,2024-06-14T20:08:13.000000+0000,NO,2024-06-14T20:08:13.000000+0000
51870,null,2023-10-31T15:06:33.000000+0000,2024-01-31T22:21:51.000000+0000,NO,2024-01-31T22:21:51.000000+0000
53018,null,2025-06-10T05:53:02.467083+0000,2026-06-10T05:53:00.000000+0000,YES,2026-06-10T05:53:00.000000+0000
53270,null,null,2024-04-10T23:23:38.000000+0000,NO,2024-04-10T23:23:38.000000+0000
53376,null,null,2024-04-07T21:29:09.000000+0000,NO,2024-04-07T21:29:09.000000+0000
53516,null,null,2024-06-17T07:00:43.000000+0000,NO,2024-06-17T07:00:43.000000+0000
53957,null,2024-07-11T10:04:28.000000+0000,2024-08-11T10:04:28.000000+0000,NO,2024-08-11T10:04:28.000000+0000
54639,null,null,2024-05-13T19:15:43.000000+0000,NO,2024-05-13T19:15:43.000000+0000
55123,null,null,2024-04-14T17:53:21.000000+0000,NO,2024-04-14T17:53:21.000000+0000
55192,null,null,2024-04-09T10:50:38.000000+0000,NO,2024-04-09T10:50:38.000000+0000
55490,null,null,2024-03-17T19:34:44.000000+0000,NO,2024-03-17T19:34:44.000000+0000
55669,null,null,2024-01-27T21:00:50.000000+0000,NO,2024-01-27T21:00:50.000000+0000
56086,null,null,2024-05-02T17:07:32.000000+0000,NO,2024-05-02T17:07:32.000000+0000
56118,null,null,2024-06-29T11:23:13.000000+0000,NO,2024-06-29T11:23:13.000000+0000
56504,null,null,2024-05-08T10:07:54.000000+0000,NO,2024-05-08T10:07:54.000000+0000
56585,null,null,2024-03-09T09:18:26.000000+0000,NO,2024-03-09T09:18:26.000000+0000
56622,null,null,2024-06-07T21:32:10.000000+0000,NO,2024-06-07T21:32:10.000000+0000
56684,null,2025-01-19T20:20:42.842011+0000,2026-01-19T20:20:41.000000+0000,YES,2026-01-19T20:20:41.000000+0000
56701,2025-01-15T14:02:13.015592+0000,2025-01-15T14:02:13.026375+0000,2025-03-14T23:59:59.999999+0000,NO,2025-03-14T23:59:59.999999+0000
56703,null,null,2024-02-13T19:48:40.000000+0000,NO,2024-02-13T19:48:40.000000+0000
56708,null,2025-02-11T15:51:47.957396+0000,2026-02-11T15:51:46.000000+0000,YES,2026-02-11T15:51:46.000000+0000
57018,2024-09-04T09:45:13.307369+0000,2024-09-04T09:45:13.315170+0000,2024-09-30T23:59:59.999999+0000,NO,2024-09-30T23:59:59.999999+0000
57025,null,null,2024-04-10T07:29:06.000000+0000,NO,2024-04-10T07:29:06.000000+0000
57537,null,2025-09-09T16:19:05.000000+0000,2026-09-09T16:19:05.000000+0000,YES,2026-09-09T16:19:05.000000+0000
57542,null,null,2024-05-14T09:51:37.000000+0000,NO,2024-05-14T09:51:37.000000+0000
57621,null,null,2024-01-17T18:17:56.000000+0000,NO,2024-01-17T18:17:56.000000+0000
57774,null,null,2024-06-14T11:33:08.000000+0000,NO,2024-06-14T11:33:08.000000+0000
57798,null,null,2024-02-15T15:58:21.000000+0000,NO,2024-02-15T15:58:21.000000+0000
140282,null,2025-02-11T20:42:21.712343+0000,2026-02-11T20:42:20.000000+0000,YES,2026-02-11T20:42:20.000000+0000
57931,null,null,2024-03-17T16:07:48.000000+0000,NO,2024-03-17T16:07:48.000000+0000
57953,null,null,2024-01-26T15:48:11.000000+0000,NO,2024-01-26T15:48:11.000000+0000
58004,null,null,2024-09-12T02:14:55.000000+0000,NO,2024-09-12T02:14:55.000000+0000
58084,null,null,2024-01-18T15:34:34.000000+0000,NO,2024-01-18T15:34:34.000000+0000
58085,null,2024-04-30T13:15:36.000000+0000,2024-05-31T13:15:36.000000+0000,NO,2024-05-31T13:15:36.000000+0000
58094,null,null,2024-01-18T16:57:36.000000+0000,NO,2024-01-18T16:57:36.000000+0000
58130,null,null,2024-01-19T09:51:44.760969+0000,NO,2024-01-19T09:51:44.760969+0000
141828,null,2025-11-16T20:14:52.000000+0000,2025-12-16T20:14:52.000000+0000,YES,2025-12-16T20:14:52.000000+0000
59060,null,2025-11-23T12:06:26.000000+0000,2025-12-23T12:06:26.000000+0000,YES,2025-12-23T12:06:26.000000+0000
59366,null,2024-10-25T00:35:20.720353+0000,2024-11-24T00:34:27.000000+0000,NO,2024-11-24T00:34:27.000000+0000
59982,null,2023-12-27T07:28:40.000000+0000,2025-01-12T06:49:54.000000+0000,NO,2025-01-12T06:49:54.000000+0000
60065,null,2024-12-03T17:29:42.775704+0000,2025-12-03T17:29:41.000000+0000,NO,2025-12-03T17:29:41.000000+0000
60236,null,null,2025-01-01T10:25:58.000000+0000,NO,2025-01-01T10:25:58.000000+0000
60353,null,null,2025-01-01T05:31:38.000000+0000,NO,2025-01-01T05:31:38.000000+0000
60420,null,null,2024-02-01T22:33:25.000000+0000,NO,2024-02-01T22:33:25.000000+0000
60564,null,null,2024-02-08T16:17:31.000000+0000,NO,2024-02-08T16:17:31.000000+0000
60573,null,null,2024-03-02T13:32:53.000000+0000,NO,2024-03-02T13:32:53.000000+0000
60594,null,2024-01-06T11:55:22.000000+0000,2024-02-05T23:59:59.999999+0000,NO,2024-02-05T23:59:59.999999+0000
60721,null,null,2024-06-01T16:49:07.000000+0000,NO,2024-06-01T16:49:07.000000+0000
60760,null,2025-11-02T12:52:14.000000+0000,2026-11-02T12:52:14.000000+0000,YES,2026-11-02T12:52:14.000000+0000
61028,null,null,2025-01-03T16:48:10.000000+0000,NO,2025-01-03T16:48:10.000000+0000
61502,null,null,2024-03-09T09:24:47.000000+0000,NO,2024-03-09T09:24:47.000000+0000
61549,null,2025-06-21T11:59:46.003403+0000,2025-07-20T11:58:28.000000+0000,NO,2025-07-20T11:58:28.000000+0000
61696,null,null,2025-01-10T12:42:01.000000+0000,NO,2025-01-10T12:42:01.000000+0000
61912,null,null,2024-03-13T10:38:00.000000+0000,NO,2024-03-13T10:38:00.000000+0000
61943,null,null,2024-02-16T17:06:37.000000+0000,NO,2024-02-16T17:06:37.000000+0000
61971,null,null,2024-02-14T04:03:47.000000+0000,NO,2024-02-14T04:03:47.000000+0000
62226,null,null,2024-03-17T10:02:21.000000+0000,NO,2024-03-17T10:02:21.000000+0000
62247,null,null,2024-02-16T10:00:31.000000+0000,NO,2024-02-16T10:00:31.000000+0000
62376,null,null,2024-03-18T19:38:55.000000+0000,NO,2024-03-18T19:38:55.000000+0000
62948,\N,\N,\N,NO,\N
62961,null,2024-01-23T16:30:34.000000+0000,2024-01-26T16:30:34.000000+0000,NO,2024-01-26T16:30:34.000000+0000
62975,null,2024-01-23T17:39:34.000000+0000,2024-01-26T17:39:34.000000+0000,NO,2024-01-26T17:39:34.000000+0000
29702,\N,\N,\N,NO,\N
62979,null,2024-10-11T01:08:29.000000+0000,2024-11-11T02:08:29.000000+0000,NO,2024-11-11T02:08:29.000000+0000
62996,null,2024-01-23T19:29:39.000000+0000,2024-01-26T19:29:39.000000+0000,NO,2024-01-26T19:29:39.000000+0000
63001,null,2024-01-23T19:54:36.000000+0000,2024-01-26T19:54:36.000000+0000,NO,2024-01-26T19:54:36.000000+0000
63007,null,2024-03-21T19:13:16.000000+0000,2024-03-24T19:13:16.000000+0000,NO,2024-03-24T19:13:16.000000+0000
45006,null,2024-01-24T06:50:08.000000+0000,2024-01-27T06:50:08.000000+0000,NO,2024-01-27T06:50:08.000000+0000
50000,null,2024-01-23T20:54:22.000000+0000,2024-01-26T20:54:22.000000+0000,NO,2024-01-26T20:54:22.000000+0000
63014,null,2024-01-23T21:20:45.000000+0000,2024-01-26T21:20:45.000000+0000,NO,2024-01-26T21:20:45.000000+0000
57919,null,2024-01-23T21:39:49.000000+0000,2024-01-26T21:39:49.000000+0000,NO,2024-01-26T21:39:49.000000+0000
58209,null,2024-01-23T21:49:46.000000+0000,2024-01-26T21:49:46.000000+0000,NO,2024-01-26T21:49:46.000000+0000
63017,null,2024-01-23T22:00:26.000000+0000,2024-01-26T22:00:26.000000+0000,NO,2024-01-26T22:00:26.000000+0000
63027,null,2024-01-24T02:22:05.000000+0000,2024-01-27T02:22:05.000000+0000,NO,2024-01-27T02:22:05.000000+0000
63029,\N,\N,\N,NO,\N
63042,null,2025-03-10T17:38:27.000000+0000,2025-04-10T17:38:27.000000+0000,NO,2025-04-10T17:38:27.000000+0000
63048,null,2024-01-24T06:59:04.000000+0000,2024-01-27T06:59:04.000000+0000,NO,2024-01-27T06:59:04.000000+0000
128209,null,2024-01-30T14:35:44.000000+0000,2024-02-29T14:35:44.000000+0000,NO,2024-02-29T14:35:44.000000+0000
62909,null,null,2024-02-23T07:11:39.000000+0000,NO,2024-02-23T07:11:39.000000+0000
63059,null,2024-04-27T21:31:15.000000+0000,2024-05-27T21:31:15.000000+0000,NO,2024-05-27T21:31:15.000000+0000
28570,null,2024-01-27T09:25:31.000000+0000,2024-02-27T09:25:31.000000+0000,NO,2024-02-27T09:25:31.000000+0000
59709,null,2024-01-24T09:27:13.000000+0000,2024-01-27T09:27:13.000000+0000,NO,2024-01-27T09:27:13.000000+0000
63047,null,2024-01-24T09:44:58.000000+0000,2024-01-27T09:44:58.000000+0000,NO,2024-01-27T09:44:58.000000+0000
63092,null,2024-01-24T11:44:11.000000+0000,2024-01-27T11:44:11.000000+0000,NO,2024-01-27T11:44:11.000000+0000
63093,null,2024-01-24T11:53:15.000000+0000,2024-01-27T11:53:15.000000+0000,NO,2024-01-27T11:53:15.000000+0000
61023,null,2024-01-24T17:06:07.000000+0000,2024-01-27T17:06:07.000000+0000,NO,2024-01-27T17:06:07.000000+0000
61458,null,null,2024-05-07T19:18:36.000000+0000,NO,2024-05-07T19:18:36.000000+0000
63135,\N,\N,\N,NO,\N
23686,\N,\N,\N,NO,\N
63151,null,2024-01-24T19:22:24.000000+0000,2024-01-27T19:22:24.000000+0000,NO,2024-01-27T19:22:24.000000+0000
63158,null,2024-01-27T20:51:03.000000+0000,2024-02-27T20:51:03.000000+0000,NO,2024-02-27T20:51:03.000000+0000
63163,null,2024-08-07T13:32:13.000000+0000,2024-09-07T13:32:13.000000+0000,NO,2024-09-07T13:32:13.000000+0000
63164,null,2024-01-24T22:34:20.000000+0000,2024-01-27T22:34:20.000000+0000,NO,2024-01-27T22:34:20.000000+0000
35784,null,2024-01-25T00:20:17.675000+0000,2024-02-25T00:20:12.131000+0000,NO,2024-02-25T00:20:12.131000+0000
